category,PerformanceCategory,ProductCount,AvgNormalizedSalesVolume,AvgNormalizedRevenue,AvgNormalizedInventoryPerformance
Computers&Accessories|NetworkingDevices|Routers,High Performing,2,0.2151951805,0.04758744698,0.2086747609
"Electronics|HomeTheater,TV&Video|Projectors",Medium Performing,1,0.02175568691,0.03546807591,0.01974127143
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers,Low Performing,2,0.006125759921,0.003839800775,0.005365666461
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,High Performing,2,0.1938031051,0.02273708238,0.1758583666
MusicalInstruments|Microphones|Condenser,High Performing,1,0.1461961721,0.02004183708,0.1353668191
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,High Performing,1,0.109290283,0.03189874053,0.09714690535
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|DripCoffeeMachines",Low Performing,5,0.003133314902,2.32E-04,0.00295783792
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|CanisterVacuums",Medium Performing,3,0.04572915405,0.03847859055,0.04328979807
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|YogurtMakers,Low Performing,1,0.001215586764,1.23E-04,0.001148054008
Electronics|HomeAudio|Speakers|BluetoothSpeakers,High Performing,2,0.1402886291,0.03144673193,0.1327157771
"Electronics|Headphones,Earbuds&Accessories|Adapters",Medium Performing,2,0.01347482479,2.78E-04,0.01222715579
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",Low Performing,16,0.002371690299,0.001107793307,0.002219720756
Electronics|Mobiles&Accessories|MobileAccessories|Stands,Medium Performing,3,0.05841163117,0.00259666279,0.05859423722
Electronics|HomeAudio|Speakers|SoundbarSpeakers,Low Performing,1,0.01015190869,0.008718252413,0.009775910585
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,Low Performing,1,0.006887597534,0.002956872833,0.006504951907
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SmallApplianceParts&Accessories,Low Performing,1,0.005461277837,6.45E-04,0.005562412326
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|CoffeePresses",Low Performing,1,0.002550991621,4.82E-04,0.002598232074
Computers&Accessories|Components|InternalSolidStateDrives,Low Performing,2,0.006425278807,0.00267652558,0.006371978414
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,Low Performing,10,0.004273439262,0.002239112854,0.003994329851
Electronics|PowerAccessories|SurgeProtectors,Medium Performing,1,0.04950600453,0.01096249571,0.05042277981
"Electronics|HomeTheater,TV&Video|Accessories|Cables|RCACables",High Performing,1,0.1628627678,0.01368136084,0.1628627606
"Electronics|Headphones,Earbuds&Accessories|Cases",Medium Performing,1,0.03440583746,7.03E-04,0.03376869256
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,Medium Performing,7,0.02474206678,0.006059098886,0.02357470742
Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|Webcams&VoIPEquipment|Webcams,Medium Performing,2,0.03532078992,0.01186910803,0.03422310951
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,Medium Performing,8,0.02815311327,0.002829068452,0.02700695124
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Rice&PastaCookers,Medium Performing,1,0.02640267013,0.01233262991,0.0229801006
"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",Low Performing,6,0.00515201835,0.00612950484,0.004868834923
Computers&Accessories|Accessories&Peripherals|HardDiskBags,Low Performing,1,0.006440688287,4.39E-04,0.00596359996
"Electronics|Headphones,Earbuds&Accessories|Earpads",Low Performing,1,0.001201481124,2.04E-05,0.001067983167
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|StandMixers,Low Performing,1,0.001222240474,0.001259604367,0.001199606324
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,Low Performing,8,0.003851032474,2.63E-04,0.003622323118
Electronics|Accessories|MemoryCards|MicroSD,High Performing,10,0.2397880865,0.03719114843,0.2389169797
Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|Tripods,Medium Performing,1,0.02962844361,0.002743444729,0.026336391
Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterPurifierAccessories,Low Performing,9,0.00241215311,1.92E-04,0.002246150682
Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,Low Performing,4,0.003466088485,1.52E-04,0.002908535447
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,Medium Performing,2,0.01636286188,0.00491554251,0.0163628615
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Mills&Grinders|WetGrinders,Low Performing,1,0.003273253599,0.002086182021,0.002848942802
"Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables",Low Performing,1,0.00759043099,0.00142001506,0.007028176482
Computers&Accessories|Accessories&Peripherals|USBHubs,Low Performing,3,0.005215697533,6.19E-04,0.005030157054
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,Low Performing,2,0.003907288794,0.001428722347,0.003388223112
HomeImprovement|Electrical|CordManagement,Medium Performing,1,0.01433585432,6.13E-04,0.01460133236
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Pop-upToasters,Medium Performing,2,0.02019869044,0.00617617441,0.02017723671
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",Low Performing,21,0.001891450943,2.31E-04,0.001797382517
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",Medium Performing,6,0.03214755897,0.003518910349,0.03048038621
"Computers&Accessories|Printers,Inks&Accessories|Printers",Medium Performing,2,0.02886572772,0.02174979813,0.02469138863
"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkRefills&Kits",Low Performing,1,0.003128843787,2.95E-04,0.003070902275
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,High Performing,4,0.2731937702,0.06155136815,0.2529571816
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales|DigitalScales,Medium Performing,1,0.0221903003,0.003045850619,0.02177936868
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,Medium Performing,5,0.02364005154,0.01466578567,0.02223235388
Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,Low Performing,6,0.002241661062,7.32E-04,0.002140879891
Electronics|GeneralPurposeBatteries&BatteryChargers,Low Performing,2,9.73E-04,1.94E-05,9.63E-04
Electronics|WearableTechnology|SmartWatches,Low Performing,16,0.00205079034,5.78E-04,0.001696580283
"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",Medium Performing,9,0.03566646776,0.002262418951,0.03426288344
Health&PersonalCare|HomeMedicalSupplies&Equipment|HealthMonitors|WeighingScales|DigitalBathroomScales,Low Performing,1,0.007799087999,0.001204487083,0.007221377406
"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|GelInkRollerballPens",Medium Performing,1,0.01325696025,1.14E-04,0.01301146026
Computers&Accessories|Accessories&Peripherals|LaptopAccessories|NotebookComputerStands,Low Performing,1,0.002018756509,1.04E-04,0.001943987503
Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,Low Performing,4,0.003900342432,3.39E-04,0.003644755137
Electronics|Mobiles&Accessories|MobileAccessories|Cases&Covers|BasicCases,Low Performing,4,0.0058644462,5.08E-04,0.005588289767
"Electronics|Headphones,Earbuds&Accessories|Headphones|Over-Ear",High Performing,1,0.120450021,0.0372251691,0.1137583405
Electronics|Cameras&Photography|SecurityCameras|DomeCameras,Low Performing,2,0.005836168478,0.00233609108,0.005406306472
"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|TonerCartridges",Low Performing,1,0.005532338323,5.68E-04,0.005224985729
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|SATACables,Low Performing,1,0.001696030173,1.02E-04,0.001538990263
Electronics|HomeAudio|Speakers|OutdoorSpeakers,Medium Performing,3,0.05387719055,0.0104440544,0.05088401153
"Computers&Accessories|Printers,Inks&Accessories|Printers|InkjetPrinters",Low Performing,1,0.007386883948,0.01059483903,0.006566118728
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,Medium Performing,1,0.03331273023,0.001997258552,0.030845119
Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCSpeakers,Medium Performing,2,0.01349550419,0.001773552005,0.01260081293
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",Medium Performing,6,0.02641886952,0.01322079888,0.02507198279
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,Medium Performing,4,0.03656101818,0.007959702048,0.03490246005
Computers&Accessories|NetworkingDevices|Repeaters&Extenders,High Performing,2,0.2304791654,0.06216008917,0.2219428788
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|HandheldVacuums",Medium Performing,1,0.0305916725,0.008750162001,0.02832562123
Computers&Accessories|ExternalDevices&DataStorage|ExternalMemoryCardReaders,Medium Performing,1,0.01775681899,0.001674696658,0.01742798904
Home&Kitchen|Kitchen&HomeAppliances|SewingMachines&Accessories|Sewing&EmbroideryMachines,Medium Performing,1,0.03032941406,0.05105572079,0.02976775573
Computers&Accessories|ExternalDevices&DataStorage|ExternalSolidStateDrives,High Performing,1,0.09695695044,0.1730419288,0.09695694744
Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,Medium Performing,11,0.03743285449,0.007128553505,0.03672774931
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,Low Performing,6,0.002363501943,3.24E-04,0.002282226579
Home&Kitchen|CraftMaterials|DrawingMaterials|DrawingMedia|Pencils|WoodenPencils,Medium Performing,1,0.01152659642,1.96E-04,0.01131314085
Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,Low Performing,8,0.002731270984,1.15E-04,0.002538763523
Computers&Accessories|Accessories&Peripherals|LaptopAccessories|CameraPrivacyCovers,Low Performing,1,5.84E-04,6.92E-06,5.73E-04
Computers&Accessories|Monitors,Low Performing,2,0.005253073273,0.007643981065,0.005114104072
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",Low Performing,19,0.001489633969,4.73E-04,0.001363115106
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",Medium Performing,6,0.01994332496,0.02284008553,0.01905528937
"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboards",Medium Performing,4,0.05556915404,0.01275796398,0.05304848141
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|Wet-DryVacuums",Medium Performing,2,0.02005989547,0.01798470891,0.01885014055
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",Medium Performing,2,0.03514806025,0.007941099597,0.03282982478
"Home&Kitchen|Heating,Cooling&AirQuality|AirConditioners|Split-SystemAirConditioners",Low Performing,1,0.007395241407,0.05461581797,0.007258292583
Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingKeyboards,Medium Performing,1,0.01081018962,0.002133791462,0.01061000136
Electronics|HomeAudio|Speakers|OutdoorSpeakers,Low Performing,1,8.23E-04,1.13E-04,7.17E-04
"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|CompositionNotebooks",Low Performing,5,0.00484691079,2.61E-04,0.004857629726
"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",Low Performing,2,0.001530914399,5.77E-05,0.001529001085
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,Low Performing,12,0.001303822418,2.10E-04,0.001246025643
"Electronics|HomeTheater,TV&Video|Accessories|Cables|RCACables",Low Performing,1,0.009604184041,7.24E-04,0.009248472062
Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterCartridges,Medium Performing,2,0.02330693361,0.003822377606,0.02228638065
Computers&Accessories|Laptops|TraditionalLaptops,Low Performing,1,6.88E-04,0.004400472971,6.37E-04
"Electronics|HomeTheater,TV&Video|Projectors",Low Performing,2,3.71E-05,5.22E-05,3.52E-05
"Computers&Accessories|Accessories&Peripherals|TabletAccessories|Bags,Cases&Sleeves|Cases",Medium Performing,2,0.01895388105,0.001787595022,0.01860288329
Electronics|HomeAudio|Accessories|SpeakerAccessories|Mounts,Low Performing,1,0.007015559638,4.21E-04,0.006495888221
"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",Low Performing,1,8.86E-04,2.15E-04,8.04E-04
"Home&Kitchen|Heating,Cooling&AirQuality|Humidifiers",Low Performing,3,0.003083297643,0.001173463774,0.002851995241
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DeepFatFryers|AirFryers,Medium Performing,1,0.01012795625,0.008690723993,0.01087817509
Electronics|HomeAudio|Speakers|TowerSpeakers,Low Performing,1,5.70E-04,2.25E-04,5.07E-04
Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles,Low Performing,1,0.007720309332,6.49E-04,0.0071484342
Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,Medium Performing,4,0.03063070174,0.001923687548,0.02993464166
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Rice&PastaCookers,Low Performing,4,0.004712414499,0.002108482921,0.00447323856
"Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables",Medium Performing,2,0.06711973804,0.005200264622,0.06463381673
Computers&Accessories|Components|Memory,Medium Performing,1,0.06274241739,0.0193151412,0.06390431074
Home&Kitchen|CraftMaterials|DrawingMaterials|DrawingMedia|Pens,Medium Performing,1,0.02510228984,3.88E-04,0.02510228954
Electronics|HomeAudio|Speakers|MultimediaSpeakerSystems,Medium Performing,1,0.01399588179,0.001199774073,0.01269996665
Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,Low Performing,9,0.002574092998,2.80E-04,0.002444561197
"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",Medium Performing,4,0.01565962895,0.001219986091,0.01568161153
Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,Medium Performing,6,0.02545991686,0.04175326935,0.02356803894
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",High Performing,1,0.1374657925,0.03398240296,0.1476484441
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",Medium Performing,34,0.03612204937,0.1422387399,0.035070562
Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCMicrophones,Low Performing,1,0.004925369988,1.68E-04,0.003922053679
