product_id,category,discounted_price,actual_price,discount_percentage,rating,rating_count,Sales_volume,revenue,discount_effectiveness,inventory_performance,NormalizedSalesVolume,NormalizedRevenue,NormalizedInventoryPerformance
B00KRCBA6E,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters",2499,5000,0.5,3.8,1889,7178.1997,1.79E+07,0.5002,34455.355,0.003820871631,0.00,0.00
B00KXULGJQ,Computers&Accessories|NetworkingDevices|Repeaters&Extenders,1889,5499,0.66,4.2,49551,208114.19,3.93E+08,0.6564829969,1082193.8,0.1107767459,0.04,0.11
B00LHZW3XY,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|CompositionNotebooks",125,180,0.31,4.4,8053,35433.2,4429150,0.3055555556,191339.28,0.01886067737,0.00,0.02
B00LHZWD0C,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|CompositionNotebooks",252,315,0.2,4.5,3785,17032.5,4292190,0.2,93678.75,0.009066200269,0.00,0.01
B00LM4W1N2,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|RetractableBallpointPens",480,600,0.2,4.3,5719,24591.701,1.18E+07,0.2,130336.02,0.01308987443,0.00,0.01
B00LM4X0KU,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|BottledInk",100,100,0,4.3,3095,13308.501,1330850.1,0,70535.055,0.007083959216,0.00,0.01
B00LM4X3XE,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|BottledInk",90,100,0.1,4.3,3061,13162.301,1184607.1,0.1,69760.195,0.007006138668,0.00,0.01
B00LOD70SC,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|RetractableBallpointPens",178,210,0.15,4.3,2450,10535,1875230,0.1523809524,55835.504,0.005607657116,0.00,0.01
B00LP9RFSU,Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterPurifierAccessories,825,825,0,4,3246,12984,1.07E+07,0,64920,0.006911231134,0.00,0.01
B00LUGTJGO,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",1399,1549,0.1,3.9,2602,10147.8,1.42E+07,0.09683666882,49724.22,0.005401555091,0.00,0.00
B00LVMTA2A,Electronics|GeneralPurposeBatteries&BatteryChargers,225,250,0.1,4.4,26556,116846.41,2.63E+07,0.1,630970.6,0.06219597556,0.00,0.06
B00LXTFMRS,Home&Kitchen|CraftMaterials|PaintingMaterials|Paints,191,225,0.15,4.4,7203,31693.201,6053401.5,0.1511111111,171143.3,0.01686991971,0.00,0.02
B00LY12TH6,Home&Kitchen|CraftMaterials|PaintingMaterials,230,230,0,4.5,9427,42421.5,9756945,0,233318.25,0.02258046762,0.00,0.02
B00LY17RHI,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|FountainPens",225,225,0,4.1,4798,19671.799,4426154.5,0,100326.17,0.01047106822,0.00,0.01
B00LY1FN1K,Home&Kitchen|CraftMaterials|PaintingMaterials|Paints,200,230,0.13,4.4,10170,44748,8949600,0.1304347826,241639.2,0.02381883632,0.00,0.02
B00LZLPYHW,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",137,160,0.14,4.4,6537,28762.8,3940503.8,0.14375,155319.12,0.01531010158,0.00,0.02
B00LZLQ624,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",157,160,0.02,4.5,8618,38781,6088617,0.01875,213295.5,0.0206426721,0.00,0.02
B00LZPQVMK,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|StickBallpointPens",272,320,0.15,4,3686,14744,4010368,0.15,73720,0.007848058521,0.00,0.01
B00MFPCY5C,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|DustCovers",39,299,0.87,3.5,15233,53315.5,2079304.5,0.8695652174,239919.75,0.02837921623,0.00,0.02
B00MUTWLW4,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboards",2595,3295,0.21,4.4,22618,99519.2,2.58E+08,0.2124430956,537403.7,0.05297290461,0.02,0.05
B00N1U7JXM,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|Notepads&MemoBooks",90,175,0.49,4.4,7429,32687.602,2941884.2,0.4857142857,176513.05,0.01739922771,0.00,0.02
B00N1U9AJS,Home&Kitchen|CraftMaterials|Scrapbooking|Tape,130,165,0.21,3.9,14778,57634.203,7492446.5,0.2121212121,282407.6,0.03067801126,0.00,0.03
B00N3XLDW0,Electronics|Cameras&Photography|Accessories|Batteries&Chargers|BatteryChargers,299,400,0.25,3.8,40895,155401,4.65E+07,0.2525,745924.8,0.08271813227,0.00,0.07
B00NFD0ETQ,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingMice,1995,2895,0.31,4.6,10760,49496,9.87E+07,0.310880829,277177.6,0.02634614111,0.01,0.03
B00NH11KIK,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,209,695,0.7,4.5,107687,484591.5,1.01E+08,0.6992805755,2665253.2,0.25794238,0.01,0.26
B00NH11KIK,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,209,695,0.7,4.5,107686,484587,1.01E+08,0.6992805755,2665228.5,0.2579399847,0.01,0.26
B00NH11PEY,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,750,0.73,4.5,74976,337392,6.71E+07,0.7346666667,1855656,0.1795898101,0.01,0.18
B00NH11PEY,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,750,0.73,4.5,74976,337392,6.71E+07,0.7346666667,1855656,0.1795898101,0.01,0.18
B00NH12R1O,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299,485,0.38,4.3,10911,46917.3,1.40E+07,0.3835051546,248661.7,0.0249735293,0.00,0.02
B00NH13Q8W,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299,800,0.63,4.5,74977,337396.5,1.01E+08,0.62625,1855680.8,0.1795922054,0.01,0.18
B00NM6MO26,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,2698,3945,0.32,4,15034,60136,1.62E+08,0.3160963245,300680,0.0320096885,0.01,0.03
B00NNQMYNE,Computers&Accessories|Accessories&Peripherals|HardDiskBags,299,499,0.4,4.5,21010,94545,2.83E+07,0.4008016032,519997.5,0.05032519621,0.00,0.05
B00NW4UWN6,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,1043,1345,0.22,3.8,15592,59249.598,6.18E+07,0.224535316,284398.06,0.0315378671,0.01,0.03
B00O24PUO6,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",1464,1650,0.11,4.1,14120,57892,8.48E+07,0.1127272727,295249.2,0.03081523358,0.01,0.03
B00O2R38C4,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|ExhaustFans",999,1490,0.33,4.1,12999,53295.9,5.32E+07,0.3295302013,271809.06,0.02836878338,0.00,0.03
B00OFM6PEO,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299,799,0.63,4.3,1902,8178.6006,2445401.5,0.6257822278,43346.586,0.004353373313,0.00,0.00
B00P0R95EA,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",510,640,0.2,4.1,7229,29638.898,1.51E+07,0.203125,151158.38,0.01577643828,0.00,0.01
B00P93X0VO,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",114,120,0.05,4.2,8938,37539.598,4279514,0.05,195205.9,0.01998188836,0.00,0.02
B00P93X2H6,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|CompositionNotebooks",67,75,0.11,4.1,1269,5202.9,348594.28,0.1066666667,26534.79,0.002769442735,0.00,0.00
B00P93X6EK,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",157,160,0.02,4.5,4428,19926,3128382,0.01875,109593,0.01060637643,0.00,0.01
B00PVT30YI,"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|DripCoffeeMachines",292,499,0.41,4.1,4238,17375.799,5073733.5,0.4148296593,88616.57,0.009248934306,0.00,0.01
B00R1P3B4O,Electronics|Cameras&Photography|Accessories|Film,549,549,0,4.5,4875,21937.5,1.20E+07,0,120656.25,0.01167707432,0.00,0.01
B00RFWNJMC,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",195,499,0.61,3.7,1383,5117.1,997834.5,0.6092184369,24050.371,0.002723772399,0.00,0.00
B00RGLI0ZS,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,449,599,0.25,4,3231,12924,5802876,0.2504173623,64620,0.006879293837,0.00,0.01
B00S2SEV7K,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|LiquidInkRollerballPens",90,100,0.1,4.1,6199,25415.898,2287430.8,0.1,129621.08,0.01352858484,0.00,0.01
B00S9BSJC8,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers,6499,8995,0.28,4.3,2810,12083.001,7.85E+07,0.2774874931,64039.906,0.006431639918,0.01,0.01
B00SH18114,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,160,299,0.46,4.6,2781,12792.6,2046816,0.4648829431,71638.555,0.006809351155,0.00,0.01
B00SMFPJG0,Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterCartridges,649,670,0.03,4.1,7786,31922.6,2.07E+07,0.03134328358,162805.27,0.01699202611,0.00,0.02
B00SMJPA9C,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",499,940,0.47,4.1,3036,12447.6,6211352,0.4691489362,63482.758,0.006625711696,0.00,0.01
B00TDD0YM4,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",1490,1695,0.12,4.4,3543,15589.2,2.32E+07,0.1209439528,84181.68,0.008297948582,0.00,0.01
B00TI8E7BI,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,2695,2695,0,4.4,2518,11079.2,2.99E+07,0,59827.684,0.005897328402,0.00,0.01
B00UGZWM2I,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|Notepads&MemoBooks",198,800,0.75,4.1,9344,38310.4,7585459,0.7525,195383.03,0.02039217724,0.00,0.02
B00URH5E34,Computers&Accessories|Accessories&Peripherals|USBGadgets|Lamps,39,39,0,3.6,13572,48859.2,1905508.8,0,224752.31,0.02600717993,0.00,0.02
B00V4BGDKU,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,1099,1899,0.42,4.5,22420,100890,1.11E+08,0.4212743549,554895,0.0537025654,0.01,0.05
B00V9NHDI4,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|CanisterVacuums",2799,3799,0.26,3.9,32931,128430.91,3.59E+08,0.263227165,629311.44,0.06836226923,0.03,0.06
B00VA7YYUO,Home&Kitchen|CraftMaterials|DrawingMaterials|DrawingMedia|Pencils|WoodenPencils,99,99,0,4.3,5036,21654.8,2143825.2,0,114770.445,0.01152659642,0.00,0.01
B00W56GLOQ,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,2699,5000,0.46,4,26164,104656,2.82E+08,0.4602,523280,0.05570716309,0.03,0.05
B00Y4ORQ46,"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",745,795,0.06,4,13797,55188,4.11E+07,0.06289308176,275940,0.02937592605,0.00,0.03
B00YMJ0OI8,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,2148,3645,0.41,4.1,31388,128690.8,2.76E+08,0.4106995885,656323.06,0.06850060564,0.03,0.06
B00YQLG7GK,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,1695,1695,0,4.2,14290,60017.996,1.02E+08,0,312093.6,0.03194687635,0.01,0.03
B00ZRBWPA0,Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,159,180,0.12,4.3,989,4252.7,676179.3,0.1166666667,22539.312,0.002263662403,0.00,0.00
